Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
1,1,0,Death-Hood Cobra,Duel Decks: Jace vs. Vraska,1G,Creature  - Snake,Green,Common,380262,0.08,0.00,0.08,0x108013a00,
1,1,0,AEther Figment,Duel Decks: Jace vs. Vraska,1U,Creature  - Illusion,Blue,Uncommon,380263,0.17,0.00,0.17,0x108013a00,
1,1,0,Ohran Viper,Duel Decks: Jace vs. Vraska,1GG,Snow Creature  - Snake,Green,Rare,380265,1.34,0.00,1.34,0x108013a00,
1,1,0,Summoner's Bane,Duel Decks: Jace vs. Vraska,2UU,Instant,Blue,Uncommon,380266,0.14,0.00,0.14,0x108013a00,
1,1,0,Griptide,Duel Decks: Jace vs. Vraska,3U,Instant,Blue,Common,380267,0.09,0.00,0.09,0x108013a00,
2,2,0,Gatecreeper Vine,Duel Decks: Jace vs. Vraska,1G,Creature  - Plant,Green,Common,380268,0.25,0.00,0.50,0x108013a00,
1,1,0,Chronomaton,Duel Decks: Jace vs. Vraska,1,Artifact Creature  - Golem,Artifact,Uncommon,380269,0.18,0.00,0.18,0x108013a00,
1,1,0,Prohibit,Duel Decks: Jace vs. Vraska,1U,Instant,Blue,Common,380270,0.10,0.00,0.10,0x108013a00,
1,1,0,Aeon Chronicler,Duel Decks: Jace vs. Vraska,3UU,Creature  - Avatar,Blue,Rare,380272,0.23,0.00,0.23,0x108013a00,
1,1,0,Nekrataal,Duel Decks: Jace vs. Vraska,2BB,Creature  - Human Assassin,Black,Uncommon,380273,0.16,0.00,0.16,0x108013a00,
1,1,0,Grisly Spectacle,Duel Decks: Jace vs. Vraska,2BB,Instant,Black,Common,380274,0.12,0.00,0.12,0x108013a00,
2,2,0,Krovikan Mist,Duel Decks: Jace vs. Vraska,1U,Creature  - Illusion,Blue,Common,380275,0.12,0.00,0.24,0x108013a00,
4,4,0,Aegis of the Gods,Journey into Nyx,1W,Enchantment Creature  - Human Soldier,White,Rare,380364,1.68,3.12,6.72,0x108013a00,
4,4,0,Aerial Formation,Journey into Nyx,U,Instant,Blue,Common,380365,0.03,0.31,0.12,0x108013a00,
1,1,0,Agent of Erebos,Journey into Nyx,3B,Enchantment Creature  - Zombie,Black,Uncommon,380366,0.26,3.45,0.26,0x108013a00,
4,4,0,Ajani's Presence,Journey into Nyx,W,Instant,White,Common,380368,0.21,0.70,0.84,0x108013a00,
1,1,0,Akroan Line Breaker,Journey into Nyx,2R,Creature  - Human Warrior,Red,Uncommon,380369,0.09,0.10,0.09,0x108013a00,
4,4,0,Akroan Mastiff,Journey into Nyx,3W,Creature  - Hound,White,Common,380370,0.06,0.22,0.24,0x108013a00,
4,4,0,Armament of Nyx,Journey into Nyx,2W,Enchantment  - Aura,White,Common,380371,0.09,0.20,0.36,0x108013a00,
1,1,0,Armory of Iroas,Journey into Nyx,2,Artifact  - Equipment,Artifact,Uncommon,380372,0.22,0.46,0.22,0x108013a00,
4,4,0,Aspect of Gorgon,Journey into Nyx,2B,Enchantment  - Aura,Black,Common,380373,0.15,0.26,0.60,0x108013a00,
4,4,0,"Athreos, God of Passage",Journey into Nyx,1WB,Legendary Enchantment Creature  - God,Gold,Mythic Rare,380374,13.98,35.12,55.92,0x108013a00,
1,1,0,Banishing Light,Journey into Nyx,2W,Enchantment,White,Uncommon,380375,0.13,1.42,0.13,0x108013a00,
2,2,0,Bassara Tower Archer,Journey into Nyx,GG,Creature  - Human Archer,Green,Uncommon,380376,0.25,2.21,0.50,0x108013a00,
2,2,0,Battlefield Thaumaturge,Journey into Nyx,1U,Creature  - Human Wizard,Blue,Rare,380377,0.22,0.65,0.44,0x108013a00,
2,2,0,Bearer of the Heavens,Journey into Nyx,7R,Creature  - Giant,Red,Rare,380378,0.49,3.02,0.98,0x108013a00,
4,4,0,Bladetusk Boar,Journey into Nyx,3R,Creature  - Boar,Red,Common,380379,0.04,0.09,0.16,0x108013a00,
1,1,0,Blinding Flare,Journey into Nyx,R,Sorcery,Red,Uncommon,380380,0.18,0.33,0.18,0x108013a00,
4,4,0,Bloodcrazed Hoplite,Journey into Nyx,1B,Creature  - Human Soldier,Black,Common,380381,0.09,0.13,0.36,0x108013a00,
1,1,0,Brain Maggot,Journey into Nyx,1B,Enchantment Creature  - Insect,Black,Uncommon,380382,0.09,0.79,0.09,0x108013a00,
4,4,0,Cast into Darkness,Journey into Nyx,1B,Enchantment  - Aura,Black,Common,380383,0.10,0.00,0.40,0x108013a00,
4,4,0,Chariot of Victory,Journey into Nyx,3,Artifact  - Equipment,Artifact,Uncommon,380384,0.49,2.04,1.96,0x108013a00,
4,4,0,Cloaked Siren,Journey into Nyx,3U,Creature  - Siren,Blue,Common,380385,0.06,0.22,0.24,0x108013a00,
2,2,0,Colossal Heroics,Journey into Nyx,2G,Instant,Green,Uncommon,380386,0.10,0.26,0.20,0x108013a00,
2,2,0,Consign to Dust,Journey into Nyx,2G,Instant,Green,Uncommon,380387,0.10,0.29,0.20,0x108013a00,
4,3,1,Countermand,Journey into Nyx,2UU,Instant,Blue,Common,380388,0.10,0.33,0.63,0x108013a00,
4,3,1,Cruel Feeding,Journey into Nyx,B,Instant,Black,Common,380389,0.08,0.17,0.41,0x108013a00,
2,2,0,Crystalline Nautilus,Journey into Nyx,2U,Enchantment Creature  - Nautilus,Blue,Uncommon,380390,0.06,0.20,0.12,0x108013a00,
2,2,0,Cyclops of Eternal Fury,Journey into Nyx,4RR,Enchantment Creature  - Cyclops,Red,Uncommon,380391,0.09,0.34,0.18,0x108013a00,
2,2,0,Dakra Mystic,Journey into Nyx,U,Creature  - Merfolk Wizard,Blue,Uncommon,380392,0.25,1.12,0.50,0x108013a00,
1,1,0,Daring Thief,Journey into Nyx,2U,Creature  - Human Rogue,Blue,Rare,380393,0.24,0.61,0.24,0x108013a00,
1,1,0,Dawnbringer Charioteers,Journey into Nyx,2WW,Creature  - Human Soldier,White,Rare,380394,0.13,0.22,0.13,0x108013a00,
3,3,0,Desecration Plague,Journey into Nyx,3G,Sorcery,Green,Common,380396,0.05,0.55,0.15,0x108013a00,
2,2,0,Deserter's Quarters,Journey into Nyx,2,Artifact,Artifact,Uncommon,380397,0.02,0.05,0.04,0x108013a00,
2,2,0,Desperate Stand,Journey into Nyx,RW,Sorcery,Gold,Uncommon,380398,0.16,0.21,0.32,0x108013a00,
1,1,0,Dictate of Erebos,Journey into Nyx,3BB,Enchantment,Black,Rare,380399,18.40,21.83,18.40,0x108013a00,
1,1,0,Dictate of Heliod,Journey into Nyx,3WW,Enchantment,White,Rare,380400,0.47,1.06,0.47,0x108013a00,
1,1,0,Dictate of Kruphix,Journey into Nyx,1UU,Enchantment,Blue,Rare,380402,1.45,2.54,1.45,0x108013a00,
1,1,0,Dictate of the Twin Gods,Journey into Nyx,3RR,Enchantment,Red,Rare,380403,2.97,2.38,2.97,0x108013a00,
2,2,0,Disciple of Deceit,Journey into Nyx,UB,Creature  - Human Rogue,Gold,Uncommon,380404,0.29,1.57,0.58,0x108013a00,
4,4,0,Dreadbringer Lampads,Journey into Nyx,4B,Enchantment Creature  - Nymph,Black,Common,380406,0.07,0.10,0.28,0x108013a00,
4,4,0,Eagle of the Watch,Journey into Nyx,2W,Creature  - Bird,White,Common,380407,0.06,0.00,0.24,0x108013a00,
4,4,0,Eidolon of Blossoms,Journey into Nyx,2GG,Enchantment Creature  - Spirit,Green,Rare,380408,0.49,1.88,1.96,0x108013a00,
2,2,0,Eidolon of Rhetoric,Journey into Nyx,2W,Enchantment Creature  - Spirit,White,Uncommon,380409,0.84,4.00,1.68,0x108013a00,
1,1,0,Extinguish All Hope,Journey into Nyx,4BB,Sorcery,Black,Rare,380411,0.30,0.99,0.30,0x108013a00,
4,3,1,Feast of Dreams,Journey into Nyx,1B,Instant,Black,Common,380412,0.06,0.08,0.26,0x108013a00,
2,2,0,Felhide Petrifier,Journey into Nyx,2B,Creature  - Minotaur Warrior,Black,Uncommon,380413,0.28,1.03,0.56,0x108013a00,
4,4,0,Flamespeaker's Will,Journey into Nyx,R,Enchantment  - Aura,Red,Common,380414,0.08,0.17,0.32,0x108013a00,
2,2,0,Fleetfeather Cockatrice,Journey into Nyx,3GU,Creature  - Cockatrice,Gold,Uncommon,380415,0.10,0.30,0.20,0x108013a00,
4,4,0,Flurry of Horns,Journey into Nyx,4R,Sorcery,Red,Common,380416,0.12,0.33,0.48,0x108013a00,
4,4,0,Font of Fertility,Journey into Nyx,G,Enchantment,Green,Common,380417,0.26,0.36,1.04,0x108013a00,
4,4,0,Font of Fortunes,Journey into Nyx,1U,Enchantment,Blue,Common,380418,0.09,0.15,0.36,0x108013a00,
4,4,0,Font of Ire,Journey into Nyx,1R,Enchantment,Red,Common,380419,0.09,0.14,0.36,0x108013a00,
4,4,0,Font of Return,Journey into Nyx,1B,Enchantment,Black,Common,380420,0.09,0.23,0.36,0x108013a00,
4,3,1,Font of Vigor,Journey into Nyx,1W,Enchantment,White,Common,380421,0.10,0.00,,0x108013a00,
1,1,0,Forgeborn Oreads,Journey into Nyx,2RR,Enchantment Creature  - Nymph,Red,Uncommon,380422,0.13,0.33,0.13,0x108013a00,
4,4,0,Gluttonous Cyclops,Journey into Nyx,5R,Creature  - Cyclops,Red,Common,380423,0.01,0.19,0.04,0x108013a00,
3,3,0,Gnarled Scarhide,Journey into Nyx,B,Enchantment Creature  - Minotaur,Black,Uncommon,380424,0.22,1.49,0.66,0x108013a00,
4,4,0,Godhunter Octopus,Journey into Nyx,5U,Creature  - Octopus,Blue,Common,380425,0.03,0.28,0.12,0x108013a00,
1,1,0,Godsend,Journey into Nyx,1WW,Legendary Artifact  - Equipment,White,Mythic Rare,380426,16.70,37.02,16.70,0x108013a00,
4,4,0,Golden Hind,Journey into Nyx,1G,Creature  - Elk,Green,Common,380427,0.07,0.19,0.28,0x108013a00,
2,2,0,Goldenhide Ox,Journey into Nyx,5G,Enchantment Creature  - Ox,Green,Uncommon,380428,0.07,0.20,0.14,0x108013a00,
3,3,0,Gold-Forged Sentinel,Journey into Nyx,6,Artifact Creature  - Chimera,Artifact,Uncommon,380429,0.03,0.04,0.09,0x108013a00,
4,4,0,Grim Guardian,Journey into Nyx,2B,Enchantment Creature  - Zombie,Black,Common,380430,0.19,0.75,0.76,0x108013a00,
1,1,0,Hall of Triumph,Journey into Nyx,3,Legendary Artifact,Artifact,Rare,380431,0.41,0.61,0.41,0x108013a00,
1,1,0,Harness by Force,Journey into Nyx,1RR,Sorcery,Red,Rare,380432,0.24,0.61,0.24,0x108013a00,
4,4,0,Harvestguard Alseids,Journey into Nyx,2W,Enchantment Creature  - Nymph,White,Common,380433,0.11,0.24,0.44,0x108013a00,
1,1,0,Heroes' Bane,Journey into Nyx,3GG,Creature  - Hydra,Green,Rare,380434,0.26,0.48,0.26,0x108013a00,
2,2,0,Hour of Need,Journey into Nyx,2U,Instant,Blue,Uncommon,380435,0.09,0.25,0.18,0x108013a00,
4,4,0,Hubris,Journey into Nyx,1U,Instant,Blue,Common,380436,0.06,0.25,0.24,0x108013a00,
4,4,0,Humbler of Mortals,Journey into Nyx,4GG,Enchantment Creature  - Elemental,Green,Common,380437,0.11,0.25,0.44,0x108013a00,
1,1,0,Hydra Broodmaster,Journey into Nyx,4GG,Creature  - Hydra,Green,Rare,380438,2.56,2.83,2.56,0x108013a00,
1,1,0,Hypnotic Siren,Journey into Nyx,U,Enchantment Creature  - Siren,Blue,Rare,380439,0.38,1.32,0.38,0x108013a00,
2,2,0,Interpret the Signs,Journey into Nyx,5U,Sorcery,Blue,Uncommon,380440,0.13,0.31,0.26,0x108013a00,
1,1,0,"Iroas, God of Victory",Journey into Nyx,2RW,Legendary Enchantment Creature  - God,Gold,Mythic Rare,380441,15.05,19.01,15.05,0x108013a00,
1,1,0,"King Macar, the Gold-Cursed",Journey into Nyx,2BB,Legendary Creature  - Human,Black,Rare,380443,0.40,3.69,0.40,0x108013a00,
2,2,0,Kiora's Dismissal,Journey into Nyx,U,Instant,Blue,Uncommon,380444,0.09,0.36,0.18,0x108013a00,
2,2,0,Knowledge and Power,Journey into Nyx,4R,Enchantment,Red,Uncommon,380445,0.04,0.16,0.08,0x108013a00,
4,4,0,Kruphix's Insight,Journey into Nyx,2G,Sorcery,Green,Common,380447,0.10,0.32,0.40,0x108013a00,
4,4,0,Lagonna-Band Trailblazer,Journey into Nyx,W,Creature  - Centaur Scout,White,Common,380448,0.20,0.69,0.80,0x108013a00,
2,2,0,Launch the Fleet,Journey into Nyx,W,Sorcery,White,Rare,380449,0.44,1.37,0.88,0x108013a00,
1,1,0,Leonin Iconoclast,Journey into Nyx,3W,Creature  - Cat Monk,White,Uncommon,380450,0.07,0.30,0.07,0x108013a00,
4,4,0,Lightning Diadem,Journey into Nyx,5R,Enchantment  - Aura,Red,Common,380451,0.04,0.25,0.16,0x108013a00,
4,4,0,Magma Spray,Journey into Nyx,R,Instant,Red,Common,380452,0.08,0.25,0.32,0x108013a00,
1,1,0,Mana Confluence,Journey into Nyx,,Land,Land,Rare,380453,26.49,34.75,26.49,0x108013a00,
4,4,0,Market Festival,Journey into Nyx,3G,Enchantment  - Aura,Green,Common,380454,0.17,0.51,0.68,0x108013a00,
2,2,0,Mogis's Warhound,Journey into Nyx,1R,Enchantment Creature  - Hound,Red,Uncommon,380456,0.12,0.47,0.24,0x108013a00,
4,4,0,Mortal Obstinacy,Journey into Nyx,W,Enchantment  - Aura,White,Common,380457,0.12,0.20,0.48,0x108013a00,
6,6,0,Nature's Panoply,Journey into Nyx,G,Instant,Green,Common,380458,0.03,0.18,0.18,0x108013a00,
2,2,0,Nessian Game Warden,Journey into Nyx,3GG,Creature  - Beast,Green,Uncommon,380459,0.08,0.27,0.16,0x108013a00,
2,2,0,Nightmarish End,Journey into Nyx,2B,Instant,Black,Uncommon,380460,0.07,0.19,0.14,0x108013a00,
4,4,0,Nyx Infusion,Journey into Nyx,2B,Enchantment  - Aura,Black,Common,380461,0.03,0.20,0.12,0x108013a00,
2,2,0,Nyx Weaver,Journey into Nyx,1BG,Enchantment Creature  - Spider,Gold,Uncommon,380462,0.24,4.77,0.48,0x108013a00,
2,2,0,Nyx-Fleece Ram,Journey into Nyx,1W,Enchantment Creature  - Sheep,White,Uncommon,380463,0.40,3.98,0.80,0x108013a00,
4,4,0,Oakheart Dryads,Journey into Nyx,2G,Enchantment Creature  - Nymph Dryad,Green,Common,380464,0.05,0.10,0.20,0x108013a00,
4,4,0,Oppressive Rays,Journey into Nyx,W,Enchantment  - Aura,White,Common,380465,0.12,0.22,0.48,0x108013a00,
4,4,0,Oreskos Swiftclaw,Journey into Nyx,1W,Creature  - Cat Warrior,White,Common,380466,0.02,0.11,0.08,0x108013a00,
4,4,0,Pensive Minotaur,Journey into Nyx,2R,Creature  - Minotaur Warrior,Red,Common,380467,0.03,0.19,0.12,0x108013a00,
2,2,0,Phalanx Formation,Journey into Nyx,2W,Instant,White,Uncommon,380468,0.08,0.12,0.16,0x108013a00,
4,4,0,Pharika's Chosen,Journey into Nyx,B,Creature  - Snake,Black,Common,380470,0.15,0.37,0.60,0x108013a00,
4,4,0,Pheres-Band Thunderhoof,Journey into Nyx,4G,Creature  - Centaur Warrior,Green,Common,380471,0.04,0.00,0.16,0x108013a00,
1,1,0,Pheres-Band Warchief,Journey into Nyx,3G,Creature  - Centaur Warrior,Green,Rare,380472,0.16,0.33,0.16,0x108013a00,
4,4,0,Pin to the Earth,Journey into Nyx,1U,Enchantment  - Aura,Blue,Common,380473,0.06,0.59,0.24,0x108013a00,
1,1,0,Polymorphous Rush,Journey into Nyx,2U,Instant,Blue,Rare,380474,0.21,0.41,0.21,0x108013a00,
1,1,0,Prophetic Flamespeaker,Journey into Nyx,1RR,Creature  - Human Shaman,Red,Mythic Rare,380475,0.70,2.26,0.70,0x108013a00,
2,2,0,Pull from the Deep,Journey into Nyx,2UU,Sorcery,Blue,Uncommon,380476,0.23,0.81,0.46,0x108013a00,
2,2,0,Quarry Colossus,Journey into Nyx,5WW,Creature  - Giant,White,Uncommon,380477,0.10,0.32,0.20,0x108013a00,
4,3,1,Ravenous Leucrocota,Journey into Nyx,3G,Creature  - Beast,Green,Common,380478,0.01,0.20,0.23,0x108013a00,
4,4,0,Renowned Weaver,Journey into Nyx,G,Creature  - Human Shaman,Green,Common,380479,0.07,0.20,0.28,0x108013a00,
2,2,0,Reprisal,Journey into Nyx,1W,Instant,White,Uncommon,380480,0.11,0.47,0.22,0x108013a00,
4,4,0,Returned Reveler,Journey into Nyx,1B,Creature  - Zombie Satyr,Black,Common,380481,0.13,0.24,0.52,0x108013a00,
2,2,0,Revel of the Fallen God,Journey into Nyx,3RRGG,Sorcery,Gold,Rare,380482,0.16,0.32,0.32,0x108013a00,
2,2,0,Reviving Melody,Journey into Nyx,2G,Sorcery,Green,Uncommon,380483,0.12,0.42,0.24,0x108013a00,
2,2,0,Riddle of Lightning,Journey into Nyx,3RR,Instant,Red,Uncommon,380484,0.06,0.15,0.12,0x108013a00,
1,1,0,Riptide Chimera,Journey into Nyx,2U,Enchantment Creature  - Chimera,Blue,Uncommon,380485,0.11,0.72,0.11,0x108013a00,
4,4,0,Rise of Eagles,Journey into Nyx,4UU,Sorcery,Blue,Common,380486,0.05,0.20,0.20,0x108013a00,
2,2,0,Ritual of the Returned,Journey into Nyx,3B,Instant,Black,Uncommon,380487,0.10,0.23,0.20,0x108013a00,
1,1,0,Rollick of Abandon,Journey into Nyx,3RR,Sorcery,Red,Uncommon,380488,0.03,0.00,0.03,0x108013a00,
4,4,0,Rotted Hulk,Journey into Nyx,3B,Creature  - Elemental,Black,Common,380489,0.07,0.12,0.28,0x108013a00,
4,4,0,Rouse the Mob,Journey into Nyx,R,Instant,Red,Common,380490,0.10,0.21,0.40,0x108013a00,
1,1,0,Sage of Hours,Journey into Nyx,1U,Creature  - Human Wizard,Blue,Mythic Rare,380491,3.70,7.34,3.70,0x108013a00,
4,4,0,Satyr Grovedancer,Journey into Nyx,1G,Creature  - Satyr Shaman,Green,Common,380492,0.08,0.20,0.32,0x108013a00,
4,4,0,Satyr Hoplite,Journey into Nyx,R,Creature  - Satyr Soldier,Red,Common,380493,0.11,0.30,0.44,0x108013a00,
1,1,0,Scourge of Fleets,Journey into Nyx,5UU,Creature  - Kraken,Blue,Rare,380494,0.22,0.71,0.22,0x108013a00,
1,1,0,Setessan Tactics,Journey into Nyx,1G,Instant,Green,Rare,380495,0.40,0.89,0.40,0x108013a00,
2,2,0,Sightless Brawler,Journey into Nyx,1W,Enchantment Creature  - Human Warrior,White,Uncommon,380496,0.11,0.25,0.22,0x108013a00,
4,4,0,Sigiled Skink,Journey into Nyx,1R,Creature  - Lizard,Red,Common,380497,0.05,0.15,0.20,0x108013a00,
4,4,0,Sigiled Starfish,Journey into Nyx,1U,Creature  - Starfish,Blue,Common,380498,0.08,0.24,0.32,0x108013a00,
2,2,0,Silence the Believers,Journey into Nyx,2BB,Instant,Black,Rare,380499,0.17,0.77,0.34,0x108013a00,
1,1,0,Skybind,Journey into Nyx,3WW,Enchantment,White,Rare,380500,0.22,0.84,0.22,0x108013a00,
1,1,0,Skyspear Cavalry,Journey into Nyx,3WW,Creature  - Human Soldier,White,Uncommon,380501,0.03,0.47,0.03,0x108013a00,
3,3,0,Solidarity of Heroes,Journey into Nyx,1G,Instant,Green,Uncommon,380502,1.33,3.65,3.99,0x108013a00,
3,2,1,Spirespine,Journey into Nyx,2G,Enchantment Creature  - Beast,Green,Uncommon,380504,0.08,0.00,,0x108013a00,
1,1,0,Spite of Mogis,Journey into Nyx,R,Sorcery,Red,Uncommon,380505,0.18,0.94,0.18,0x108013a00,
2,2,0,Spiteful Blow,Journey into Nyx,4BB,Sorcery,Black,Uncommon,380506,0.04,0.15,0.08,0x108013a00,
2,2,0,Squelching Leeches,Journey into Nyx,2BB,Creature  - Leech,Black,Uncommon,380507,0.12,0.17,0.24,0x108013a00,
4,4,0,Starfall,Journey into Nyx,4R,Instant,Red,Common,380508,0.02,0.00,0.08,0x108013a00,
4,4,0,Stonewise Fortifier,Journey into Nyx,1W,Creature  - Human Wizard,White,Common,380509,0.02,0.00,0.08,0x108013a00,
2,2,0,Stormchaser Chimera,Journey into Nyx,2UR,Creature  - Chimera,Gold,Uncommon,380510,0.04,0.08,0.08,0x108013a00,
2,2,0,Strength from the Fallen,Journey into Nyx,1G,Enchantment,Green,Uncommon,380511,0.10,0.86,0.20,0x108013a00,
4,4,0,Supply-Line Cranes,Journey into Nyx,3WW,Creature  - Bird,White,Common,380512,0.08,0.29,0.32,0x108013a00,
1,1,0,Swarmborn Giant,Journey into Nyx,2GG,Creature  - Giant,Green,Uncommon,380513,0.08,0.34,0.08,0x108013a00,
2,1,1,Temple of Epiphany,Journey into Nyx,,Land,Land,Rare,380514,0.87,3.87,4.74,0x108013a00,
1,1,0,Temple of Malady,Journey into Nyx,,Land,Land,Rare,380515,0.49,4.11,0.49,0x108013a00,
2,2,0,Tethmos High Priest,Journey into Nyx,2W,Creature  - Cat Cleric,White,Uncommon,380516,0.11,0.47,0.22,0x108013a00,
3,3,0,Thassa's Devourer,Journey into Nyx,4U,Enchantment Creature  - Elemental,Blue,Common,380517,0.05,0.06,0.15,0x108013a00,
2,2,0,Thassa's Ire,Journey into Nyx,U,Enchantment,Blue,Uncommon,380518,0.14,0.36,0.28,0x108013a00,
2,2,0,Thoughtrender Lamia,Journey into Nyx,4BB,Enchantment Creature  - Lamia,Black,Uncommon,380519,0.18,0.47,0.36,0x108013a00,
2,2,0,Tormented Thoughts,Journey into Nyx,2B,Sorcery,Black,Uncommon,380520,0.11,0.38,0.22,0x108013a00,
2,2,0,Triton Cavalry,Journey into Nyx,3U,Creature  - Merfolk Soldier,Blue,Uncommon,380521,0.04,0.08,0.08,0x108013a00,
4,4,0,Triton Shorestalker,Journey into Nyx,U,Creature  - Merfolk Rogue,Blue,Common,380522,0.16,2.42,0.64,0x108013a00,
1,1,0,Twinflame,Journey into Nyx,1R,Sorcery,Red,Rare,380523,3.73,9.01,3.73,0x108013a00,
4,3,1,Underworld Coinsmith,Journey into Nyx,WB,Enchantment Creature  - Human Cleric,Gold,Uncommon,380524,0.14,1.09,1.51,0x108013a00,
4,4,0,War-Wing Siren,Journey into Nyx,2U,Creature  - Siren Soldier,Blue,Common,380525,0.08,0.24,0.32,0x108013a00,
1,1,0,Whitewater Naiads,Journey into Nyx,3UU,Enchantment Creature  - Nymph,Blue,Uncommon,380526,0.11,0.24,0.11,0x108013a00,
2,2,0,Wildfire Cerberus,Journey into Nyx,4R,Creature  - Hound,Red,Uncommon,380527,0.08,0.25,0.16,0x108013a00,
4,4,0,Honor of the Pure,Modern Event Deck 2014,1W,Enchantment,White,Rare,382186,1.90,0.00,7.60,0x108013a00,
4,4,0,Windbrisk Heights,Modern Event Deck 2014,,Land,Land,Rare,382203,0.53,0.00,2.12,0x108013a00,
4,4,0,Brainstorm,Magic: The Gathering-Conspiracy,U,Instant,Blue,Common,382224,0.88,2.94,3.52,0x108013a00,
4,4,0,Swords to Plowshares,Magic: The Gathering-Conspiracy,W,Instant,White,Uncommon,382380,3.35,9.39,13.40,0x108013a00,
4,3,1,Accursed Spirit,Magic 2015 Core Set,3B,Creature — Spirit,Black,Common,383175,0.01,0.21,0.24,0x108013a00,
1,1,0,Act on Impulse,Magic 2015 Core Set,2R,Sorcery,Red,Uncommon,383176,0.12,0.76,0.12,0x108013a00,
1,1,0,Aeronaut Tinkerer,Magic 2015 Core Set,2U,Creature — Human Artificer,Blue,Common,383177,0.03,0.28,0.03,0x108013a00,
2,2,0,Ajani's Pridemate,Magic 2015 Core Set,1W,Creature — Cat Soldier,White,Uncommon,383181,0.24,0.92,0.48,0x108013a00,
2,2,0,Altac Bloodseeker,Magic 2015 Core Set,1R,Creature — Human Berserker,Red,Uncommon,383182,0.06,0.25,0.12,0x108013a00,
4,4,0,Amphin Pathmage,Magic 2015 Core Set,3U,Creature — Salamander Wizard,Blue,Common,383183,0.08,0.31,0.32,0x108013a00,
1,1,0,Ancient Silverback,Magic 2015 Core Set,4GG,Creature — Ape,Green,Uncommon,383184,0.07,0.15,0.07,0x108013a00,
1,1,0,"Avacyn, Guardian Angel",Magic 2015 Core Set,2WWW,Legendary Creature — Angel,White,Rare,383185,0.72,5.96,0.72,0x108013a00,
1,1,0,Back to Nature,Magic 2015 Core Set,1G,Instant,Green,Uncommon,383187,0.26,1.43,0.26,0x108013a00,
2,2,0,Battle Mastery,Magic 2015 Core Set,2W,Enchantment — Aura,White,Uncommon,383188,0.18,0.42,0.36,0x108013a00,
1,1,0,Battlefield Forge,Magic 2015 Core Set,,Land,Land,Rare,383189,1.36,4.25,1.36,0x108013a00,
3,3,0,Black Cat,Magic 2015 Core Set,1B,Creature — Zombie Cat,Black,Common,383191,0.13,0.77,0.39,0x108013a00,
2,2,0,Blastfire Bolt,Magic 2015 Core Set,5R,Instant,Red,Common,383192,0.03,0.14,0.06,0x108013a00,
1,1,0,Blood Host,Magic 2015 Core Set,3BB,Creature — Vampire,Black,Uncommon,383193,0.10,0.26,0.10,0x108013a00,
1,1,0,Boonweaver Giant,Magic 2015 Core Set,6W,Creature — Giant Monk,White,Uncommon,383194,0.16,1.74,0.16,0x108013a00,
4,4,0,Borderland Marauder,Magic 2015 Core Set,1R,Creature — Human Warrior,Red,Common,383195,0.03,0.18,0.12,0x108013a00,
1,1,0,Brawler's Plate,Magic 2015 Core Set,3,Artifact — Equipment,Artifact,Uncommon,383196,0.10,0.24,0.10,0x108013a00,
4,4,0,Bronze Sable,Magic 2015 Core Set,2,Artifact Creature — Sable,Artifact,Common,383197,0.01,0.13,0.04,0x108013a00,
1,1,0,Brood Keeper,Magic 2015 Core Set,3R,Creature — Human Shaman,Red,Uncommon,383198,0.09,0.14,0.09,0x108013a00,
1,1,0,Burning Anger,Magic 2015 Core Set,4R,Enchantment — Aura,Red,Rare,383199,0.20,0.57,0.20,0x108013a00,
3,3,0,Carnivorous Moss-Beast,Magic 2015 Core Set,4GG,Creature — Plant Elemental Beast,Green,Common,383200,0.05,0.24,0.15,0x108013a00,
3,3,0,Carrion Crow,Magic 2015 Core Set,2B,Creature — Zombie Bird,Black,Common,383201,0.12,0.15,0.36,0x108013a00,
1,1,0,Caustic Tar,Magic 2015 Core Set,4BB,Enchantment — Aura,Black,Uncommon,383202,0.07,0.00,0.07,0x108013a00,
1,0,1,Caves of Koilos,Magic 2015 Core Set,,Land,Land,Rare,383203,0.80,3.01,3.01,0x108013a00,
2,2,0,Charging Rhino,Magic 2015 Core Set,3GG,Creature — Rhino,Green,Common,383205,0.02,0.00,0.04,0x108013a00,
1,1,0,Chasm Skulker,Magic 2015 Core Set,2U,Creature — Squid Horror,Blue,Rare,383206,5.06,10.04,5.06,0x108013a00,
1,1,0,Chief Engineer,Magic 2015 Core Set,1U,Creature — Vedalken Artificer,Blue,Rare,383207,0.91,1.53,0.91,0x108013a00,
2,2,0,Child of Night,Magic 2015 Core Set,1B,Creature — Vampire,Black,Common,383208,0.02,0.13,0.04,0x108013a00,
3,3,0,Chord of Calling,Magic 2015 Core Set,XGGG,Instant,Green,Rare,383209,4.22,7.13,12.66,0x108013a00,
4,4,0,Chronostutter,Magic 2015 Core Set,5U,Instant,Blue,Common,383210,0.10,0.32,0.40,0x108013a00,
2,2,0,Circle of Flame,Magic 2015 Core Set,1R,Enchantment,Red,Uncommon,383211,0.11,0.25,0.22,0x108013a00,
1,1,0,Clear a Path,Magic 2015 Core Set,R,Sorcery,Red,Common,383212,0.02,0.00,0.02,0x108013a00,
